idJFLHA65PE83EF6C	None	None	11906
idVJ4YKDE5KE9NJBW	idJFLHA65PE83EF6C	None	7236
idJU2EFZNDSCO6FUT	idJFLHA65PE83EF6C	None	4670
idCYW5V34C4K272SR	idVJ4YKDE5KE9NJBW	None	1652
id0LNTDW8J594VIID	idVJ4YKDE5KE9NJBW	None	5584
idNYR8T1UJ8FQR0ZR	idJU2EFZNDSCO6FUT	None	2464
idVLYRMQBKUGCDQ1U	idJU2EFZNDSCO6FUT	None	2206
id67HK0VIE9EG992W	idCYW5V34C4K272SR	None	1011
idXNEF1JYEOV5TAV3	idCYW5V34C4K272SR	None	641
idTVSM6RE8NV6VU3R	id0LNTDW8J594VIID	None	2262
id7W16ETQ5OW6FBVO	id0LNTDW8J594VIID	None	3322
idAE4ZT14LZ4KSXWN	idNYR8T1UJ8FQR0ZR	None	835
id14RUKE2O2PERJ9R	idNYR8T1UJ8FQR0ZR	None	1629
id7X75TQKLUBCV6VX	idVLYRMQBKUGCDQ1U	None	1898
idK27IW79BN6PBIWW	idVLYRMQBKUGCDQ1U	None	308
idW5LQWXGGC2US1NB	id67HK0VIE9EG992W	None	259
idCS6MVL4SRKXPF5F	id67HK0VIE9EG992W	None	752
id5C1PMZ59ZU0PTX6	idXNEF1JYEOV5TAV3	None	422
idBI5B08L49A717AN	idXNEF1JYEOV5TAV3	None	219
idF79HPQXIBZCCNJU	idTVSM6RE8NV6VU3R	3025	1
id0LEBNM9J6IQD3XX	idTVSM6RE8NV6VU3R	None	2261
id9BBX2PA0150V7P5	id7W16ETQ5OW6FBVO	None	2901
idSP23LQK0T7ASUNL	id7W16ETQ5OW6FBVO	None	421
id982CXEX0CEUOMW7	idAE4ZT14LZ4KSXWN	None	572
id027LZG97V78M7GZ	idAE4ZT14LZ4KSXWN	None	263
id0LLEXKOE6YCIR6B	id14RUKE2O2PERJ9R	None	241
idG29LCR6ZTCV8VNF	id14RUKE2O2PERJ9R	None	1388
id9C4U27G8DPCNFGZ	id7X75TQKLUBCV6VX	None	1195
id8PH7NZ2RQHT0XGQ	id7X75TQKLUBCV6VX	None	703
idKAPCJNFTVZXEQRW	idK27IW79BN6PBIWW	9987	1
id8X018G2WENQA5CG	idK27IW79BN6PBIWW	None	307
idYDP26AAMYO0HFDG	idW5LQWXGGC2US1NB	None	49
idT947YI4M1N8N7UA	idW5LQWXGGC2US1NB	None	210
idP9X9A3F1R3LR5BZ	idCS6MVL4SRKXPF5F	None	408
id4EVXHC0MANYPX5S	idCS6MVL4SRKXPF5F	None	344
id0X6AZY3H91WUASL	id5C1PMZ59ZU0PTX6	None	112
id9T7KJZRP3J20U1H	id5C1PMZ59ZU0PTX6	None	310
idHFP5NYKEG446L2K	idBI5B08L49A717AN	None	128
id8MU3YN82ATFAUN9	idBI5B08L49A717AN	None	91
id8LUSXRL3KA80PM2	id0LEBNM9J6IQD3XX	None	1216
idOC776TJ5Q57UPP2	id0LEBNM9J6IQD3XX	None	1045
id2QR2FK735DDTNYI	id9BBX2PA0150V7P5	None	302
idGQANZY9BMJGVG8F	id9BBX2PA0150V7P5	None	2599
idM8KO1K15IY64YTR	idSP23LQK0T7ASUNL	None	185
idQKLILI9UVKWKEIY	idSP23LQK0T7ASUNL	None	236
id06V7R1ZQ5UPSKK0	id982CXEX0CEUOMW7	None	352
idGKDHGJIH4XG9BFN	id982CXEX0CEUOMW7	None	220
idNHQ7X4SN8ZFXZZY	id027LZG97V78M7GZ	None	231
id34DEGHV9QR3E8TE	id027LZG97V78M7GZ	None	32
id37UXBQ0CRT9I4IB	id0LLEXKOE6YCIR6B	None	230
idUI2KBFUHWVL5OEP	id0LLEXKOE6YCIR6B	None	11
idA0BO79EE7XX5CDA	idG29LCR6ZTCV8VNF	None	963
idK1IT7MLW3WH8T0M	idG29LCR6ZTCV8VNF	None	425
idVCWR3O3BC5GUHNQ	id9C4U27G8DPCNFGZ	None	483
idOZP1UB8NIMV7SWX	id9C4U27G8DPCNFGZ	None	712
id82I7SVVSUJMSN28	id8PH7NZ2RQHT0XGQ	None	117
idJIOXBOAEI84JORD	id8PH7NZ2RQHT0XGQ	None	586
idVT1KYZASSUPJM22	id8X018G2WENQA5CG	6245	1
idCKDNXR8542LODYV	id8X018G2WENQA5CG	None	306
idW329TO1DPJYVPUU	idYDP26AAMYO0HFDG	None	29
idS9LT0E3RZGP8MAO	idYDP26AAMYO0HFDG	None	20
idH5O1DFB2I632LFS	idT947YI4M1N8N7UA	None	207
id1PDNKNXHPHTCMJJ	idT947YI4M1N8N7UA	None	3
id7KUFMRDSGW9QZD4	idP9X9A3F1R3LR5BZ	None	320
idQEBB3OQT86MMCOH	idP9X9A3F1R3LR5BZ	None	88
idZJPVPDXGHZ7PFW7	id4EVXHC0MANYPX5S	None	287
idRTTM6A1FVN7HMJ0	id4EVXHC0MANYPX5S	None	57
idLMNQQQ1NAA6VZS3	id0X6AZY3H91WUASL	None	90
idODJX68LT6IZD86Y	id0X6AZY3H91WUASL	None	22
idMVACKXDSCCUQDZ6	id9T7KJZRP3J20U1H	None	304
idNS1OKW7SNTIESXD	id9T7KJZRP3J20U1H	None	6
idHL01H7G5YQMWGKR	idHFP5NYKEG446L2K	6182	1
idBCST8WANF8EU7YO	idHFP5NYKEG446L2K	None	127
id57IWOWMLOFY2D9G	id8MU3YN82ATFAUN9	None	86
idC24M19SU8QY6O4O	id8MU3YN82ATFAUN9	None	5
idG45G89IQPEVZS7W	id8LUSXRL3KA80PM2	None	826
idZFEUTDCGBE4QOQL	id8LUSXRL3KA80PM2	None	390
idMXYXIQ89EKOU3B9	idOC776TJ5Q57UPP2	None	680
idTW5B4CFXHFY8Z81	idOC776TJ5Q57UPP2	None	365
id2O226X6US5H6R5X	id2QR2FK735DDTNYI	None	154
idIPHATR7NIDSYU2P	id2QR2FK735DDTNYI	None	148
idOIBB05VWJ5J3QW8	idGQANZY9BMJGVG8F	None	173
idQP4YRT96C6KDFGU	idGQANZY9BMJGVG8F	None	2426
idQJWIQTPSKJ3DQ0X	idM8KO1K15IY64YTR	2534	1
id17MFAL8F6TE9CCZ	idM8KO1K15IY64YTR	None	184
id0VY8L1RWRA298DI	idQKLILI9UVKWKEIY	None	83
idDQPFFD0QGO4JND5	idQKLILI9UVKWKEIY	None	153
idFNFWVWYWGBII2WI	id06V7R1ZQ5UPSKK0	None	227
id3C1BMHTLQ71KS5E	id06V7R1ZQ5UPSKK0	None	125
idIBZR1RF9ROGBMNG	idGKDHGJIH4XG9BFN	None	134
idM5G79MQW6XF3ESK	idGKDHGJIH4XG9BFN	None	86
idVMKMUFJTW407TSZ	idNHQ7X4SN8ZFXZZY	None	182
idETIWPMF7LGANMDB	idNHQ7X4SN8ZFXZZY	None	49
idQJW6BXECB376TAC	id34DEGHV9QR3E8TE	7734	1
id9J2IC4VZ55S4LUC	id34DEGHV9QR3E8TE	None	31
idTSHCGDI87V8M5OJ	id37UXBQ0CRT9I4IB	None	126
id0AOO0ND331W6T7Q	id37UXBQ0CRT9I4IB	None	104
idWZHYTFS4XC3O7KB	idUI2KBFUHWVL5OEP	10325	1
idJ0NG227CLSW2OKQ	idUI2KBFUHWVL5OEP	None	10
idIUG5NT8WLCCGHLX	idA0BO79EE7XX5CDA	None	548
id0VQJUQJ6MJDHVF4	idA0BO79EE7XX5CDA	None	415
idWKBQ7PLU6HVHYVG	idK1IT7MLW3WH8T0M	None	352
idF8TP54E67YCOUAP	idK1IT7MLW3WH8T0M	None	73
id0AR4S7TV6R8X6ZL	idVCWR3O3BC5GUHNQ	None	244
id8V41PDI0Z80QV7H	idVCWR3O3BC5GUHNQ	None	239
idLC8LP3KVTYU6UXT	idOZP1UB8NIMV7SWX	None	461
id0I57FTHCIQ9TY47	idOZP1UB8NIMV7SWX	None	251
id20R7R7O2OS0A15S	id82I7SVVSUJMSN28	None	110
idTNPRXMOG6IK0QSI	id82I7SVVSUJMSN28	None	7
idUUH9HBGP3MCCOIG	idJIOXBOAEI84JORD	None	205
idODHDPFBL608UKQF	idJIOXBOAEI84JORD	None	381
id261KJC7HV8LBG9V	idCKDNXR8542LODYV	None	75
idPVPWM4FT2M11QEG	idCKDNXR8542LODYV	None	231
id120DXN5V60I0G9O	idW329TO1DPJYVPUU	None	24
id4KFEPZQWRTQSPDR	idW329TO1DPJYVPUU	None	5
idT9DM7380LIGXPVJ	idS9LT0E3RZGP8MAO	8783	1
idMWW19HBUHR79Q3B	idS9LT0E3RZGP8MAO	None	19
idM3ANIB4PX94EME3	idH5O1DFB2I632LFS	None	138
idYO3LS3TU86WNQQQ	idH5O1DFB2I632LFS	None	69
idZTXD3GFJSX3XIDL	id1PDNKNXHPHTCMJJ	8670	1
idT7MHWC16Q2542NF	id1PDNKNXHPHTCMJJ	None	2
idODVSCVJUZA4M49N	id7KUFMRDSGW9QZD4	None	164
idH4U39NV4S8SSEIM	id7KUFMRDSGW9QZD4	None	156
idMRB0PDAA6YO3651	idQEBB3OQT86MMCOH	None	37
id0V2RQY3FVTKGQ27	idQEBB3OQT86MMCOH	None	51
id1FF69WAO4L88MPK	idZJPVPDXGHZ7PFW7	None	2
idX8R7QSQDYPDUTWK	idZJPVPDXGHZ7PFW7	None	285
idO8TF1CE3MAO1YD9	idRTTM6A1FVN7HMJ0	None	31
idDP7UUHLQ61C8UJI	idRTTM6A1FVN7HMJ0	None	26
idHX9JDR4J8U2XDFU	idLMNQQQ1NAA6VZS3	None	64
idFAJ27TDUE5REG2J	idLMNQQQ1NAA6VZS3	None	26
idW8I72KWUAQ4GFIW	idODJX68LT6IZD86Y	5995	1
id9S2Q1T9H6XMR9ZT	idODJX68LT6IZD86Y	None	21
id5VVSWB8IE80XUQ8	idMVACKXDSCCUQDZ6	None	125
idQJ8FHE2C0M1LU4A	idMVACKXDSCCUQDZ6	None	179
idM7EEFX7A32QDW2C	idNS1OKW7SNTIESXD	1175	1
id239JT2XU52SFU3Y	idNS1OKW7SNTIESXD	None	5
id6Y1U95OKRV401EW	idBCST8WANF8EU7YO	None	121
id9J6KS6H7JLI50MQ	idBCST8WANF8EU7YO	None	6
idRTKKF5BROKY5VT8	id57IWOWMLOFY2D9G	None	19
id054TV5FYQM3VW1I	id57IWOWMLOFY2D9G	None	67
id5VKZGJ4UYIEH5EY	idC24M19SU8QY6O4O	1744	1
idWDFND9ZQGXGHVSG	idC24M19SU8QY6O4O	None	4
idPY5YPT6U772ETB6	idG45G89IQPEVZS7W	None	767
idRUUIUE9JMM6TILL	idG45G89IQPEVZS7W	None	59
idGEHVBXTI32G12H4	idZFEUTDCGBE4QOQL	6794	1
idHKCBUUJSHX2NUDV	idZFEUTDCGBE4QOQL	None	389
id2MAYS5SPQ3OF8F9	idMXYXIQ89EKOU3B9	None	242
idR6UHJNUJXDGJY71	idMXYXIQ89EKOU3B9	None	438
id2BSBGJT8K5YQSZ1	idTW5B4CFXHFY8Z81	None	310
idRX540CJ36YHACWC	idTW5B4CFXHFY8Z81	None	55
id8JYYLPJLEZ6OBOA	id2O226X6US5H6R5X	None	123
id53WEVQV54GRYHUJ	id2O226X6US5H6R5X	None	31
idVRM6MSE5BEP1BUW	idIPHATR7NIDSYU2P	None	68
idFA2QKST4ZY0XSFU	idIPHATR7NIDSYU2P	None	80
idYJG2O5H0GRIHI67	idOIBB05VWJ5J3QW8	None	171
idRTLKSTN76PVGHQ3	idOIBB05VWJ5J3QW8	None	2
idPDTG1ICUHA243PF	idQP4YRT96C6KDFGU	None	2424
id6IR01E8M3V7CT76	idQP4YRT96C6KDFGU	None	2
idCT5B1K1VSGF0V7C	id17MFAL8F6TE9CCZ	2937	1
idF6CY9D3HSWM5BTL	id17MFAL8F6TE9CCZ	None	183
idO45762WXL40TPGC	id0VY8L1RWRA298DI	None	47
idEKS5MGJDC6G2MU0	id0VY8L1RWRA298DI	None	36
id2RQATDVAHX1M4Z7	idDQPFFD0QGO4JND5	None	66
idAOMV5OR44I7N47U	idDQPFFD0QGO4JND5	None	87
idV14C308UNNMRA07	idFNFWVWYWGBII2WI	None	121
idOXXRVGTSWH37PQP	idFNFWVWYWGBII2WI	None	106
id3UXZODZ7GH2JB72	id3C1BMHTLQ71KS5E	None	53
idSLVPHP9PUOA1C9R	id3C1BMHTLQ71KS5E	None	72
idK734B3GBX4EIVWS	idIBZR1RF9ROGBMNG	6313	1
id3ADR3GW6B3PX3L7	idIBZR1RF9ROGBMNG	None	133
id7C8Y5YI6D4NWQIO	idM5G79MQW6XF3ESK	None	57
idNFSJ7IQ8FIJVPKU	idM5G79MQW6XF3ESK	None	29
idIFWQDTMWMC95IZ3	idVMKMUFJTW407TSZ	None	109
idUV71A4M91C70J9V	idVMKMUFJTW407TSZ	None	73
idPK8ABENGF6DKR1D	idETIWPMF7LGANMDB	None	36
idKX4W2IG7FSG2C1H	idETIWPMF7LGANMDB	None	13
idFU6IEV4QEE2AWCN	id9J2IC4VZ55S4LUC	3318	1
idD1R4V8KO927RO7I	id9J2IC4VZ55S4LUC	None	30
id2AUW17Z2M2UER9W	idTSHCGDI87V8M5OJ	None	53
idI3ZMTFYFIZ2DI9R	idTSHCGDI87V8M5OJ	None	73
idRGRSUYSSATPGW4J	id0AOO0ND331W6T7Q	None	79
idHA4ZY481SEEWATM	id0AOO0ND331W6T7Q	None	25
idW6DR7BC04BSLO5D	idJ0NG227CLSW2OKQ	415	1
idEIEY265WYCGQ4VI	idJ0NG227CLSW2OKQ	None	9
idAKI55YDP6XXQH2S	idIUG5NT8WLCCGHLX	None	475
idX3SJJIN1QA797Y1	idIUG5NT8WLCCGHLX	None	73
idZJPKKP1SPXGB1ZZ	id0VQJUQJ6MJDHVF4	None	46
idA93RTHNF7FHBFR2	id0VQJUQJ6MJDHVF4	None	369
idFLN0V70PQN0GOEQ	idWKBQ7PLU6HVHYVG	None	216
idVRALAVY8UV8PE0N	idWKBQ7PLU6HVHYVG	None	136
idNRR8I7MDYSSBOKA	idF8TP54E67YCOUAP	None	65
idYVUOFAHQG3RPO00	idF8TP54E67YCOUAP	None	8
idH9RJOYBPGOA4K93	id0AR4S7TV6R8X6ZL	None	241
idNKUD1PT3XW3WE70	id0AR4S7TV6R8X6ZL	None	3
id3H1FS07GUIZR4CY	id8V41PDI0Z80QV7H	6059	1
id51PKQ10E7JW6VQ8	id8V41PDI0Z80QV7H	None	238
idRH2F8XWH966IIJW	idLC8LP3KVTYU6UXT	None	280
idNR86K9J3N9TLODJ	idLC8LP3KVTYU6UXT	None	181
idM415OGQ2CUFO5ZD	id0I57FTHCIQ9TY47	None	177
idLPXF57IUE5560Q8	id0I57FTHCIQ9TY47	None	74
idIHQO5701WSNMQ2C	id20R7R7O2OS0A15S	None	67
idXI7138D1SQ35YD0	id20R7R7O2OS0A15S	None	43
id4V9T2QN7248WAMR	idTNPRXMOG6IK0QSI	None	5
idYMNIHNGYI66LL56	idTNPRXMOG6IK0QSI	None	2
idQAGOWX6GMTFRNFH	idUUH9HBGP3MCCOIG	10862	1
idMRL4C4EME47EGDO	idUUH9HBGP3MCCOIG	None	204
id0GRYP4DQGEJ2EOF	idODHDPFBL608UKQF	None	278
idW9H9G8OXITAB8T0	idODHDPFBL608UKQF	None	103
idNAEIOIIK8MBSWWV	id261KJC7HV8LBG9V	None	73
idYJXVUIEHXVQDF1C	id261KJC7HV8LBG9V	None	2
idDFWZDMNVVDSRA0X	idPVPWM4FT2M11QEG	2237	1
idYHXM1CWE6VHFJD5	idPVPWM4FT2M11QEG	None	230
idYZLIUF3819EQQE2	id120DXN5V60I0G9O	4143	1
idQVSVV7P1D988PHK	id120DXN5V60I0G9O	None	23
idR9ET4WRPM37B6EA	id4KFEPZQWRTQSPDR	7708	1
