idJFLHA65PE83EF6C	None	None	17332
idVJ4YKDE5KE9NJBW	idJFLHA65PE83EF6C	None	9546
idJU2EFZNDSCO6FUT	idJFLHA65PE83EF6C	None	7786
idCYW5V34C4K272SR	idVJ4YKDE5KE9NJBW	None	4258
idAE4ZT14LZ4KSXWN	idVJ4YKDE5KE9NJBW	None	5288
id0LNTDW8J594VIID	idJU2EFZNDSCO6FUT	None	4317
idTVSM6RE8NV6VU3R	idJU2EFZNDSCO6FUT	None	3469
idNYR8T1UJ8FQR0ZR	idCYW5V34C4K272SR	None	2931
id06V7R1ZQ5UPSKK0	idCYW5V34C4K272SR	None	1327
id7W16ETQ5OW6FBVO	idAE4ZT14LZ4KSXWN	None	3350
id982CXEX0CEUOMW7	idAE4ZT14LZ4KSXWN	None	1938
id8LUSXRL3KA80PM2	id0LNTDW8J594VIID	None	1805
idA0BO79EE7XX5CDA	id0LNTDW8J594VIID	None	2512
idG29LCR6ZTCV8VNF	idTVSM6RE8NV6VU3R	None	2160
idGKDHGJIH4XG9BFN	idTVSM6RE8NV6VU3R	None	1309
id0LEBNM9J6IQD3XX	idNYR8T1UJ8FQR0ZR	None	1633
idM8KO1K15IY64YTR	idNYR8T1UJ8FQR0ZR	None	1298
id37UXBQ0CRT9I4IB	id06V7R1ZQ5UPSKK0	None	697
idNIT10EH094I4NBN	id06V7R1ZQ5UPSKK0	None	630
idPY5YPT6U772ETB6	id7W16ETQ5OW6FBVO	None	2235
idFLN0V70PQN0GOEQ	id7W16ETQ5OW6FBVO	None	1115
idG45G89IQPEVZS7W	id982CXEX0CEUOMW7	None	1279
idB8SC799T1K71SQC	id982CXEX0CEUOMW7	None	659
idFNFWVWYWGBII2WI	id8LUSXRL3KA80PM2	None	611
idVRM6MSE5BEP1BUW	id8LUSXRL3KA80PM2	None	1194
id2O226X6US5H6R5X	idA0BO79EE7XX5CDA	None	1611
id0VY8L1RWRA298DI	idA0BO79EE7XX5CDA	None	901
idOC776TJ5Q57UPP2	idG29LCR6ZTCV8VNF	None	1531
idIS4WFR54GSRE9IV	idG29LCR6ZTCV8VNF	None	629
idOIBB05VWJ5J3QW8	idGKDHGJIH4XG9BFN	None	585
idW5LQWXGGC2US1NB	idGKDHGJIH4XG9BFN	None	724
id027LZG97V78M7GZ	id0LEBNM9J6IQD3XX	None	1248
id0SQK3WM6LDY3IPY	id0LEBNM9J6IQD3XX	None	385
id2QR2FK735DDTNYI	idM8KO1K15IY64YTR	None	842
idYZDCVUDSWOHZ6J0	idM8KO1K15IY64YTR	None	456
idIBZR1RF9ROGBMNG	id37UXBQ0CRT9I4IB	None	594
id8MTZUIQU3HX5X5E	id37UXBQ0CRT9I4IB	None	103
idAY403NKY8ZAG0KU	idNIT10EH094I4NBN	None	492
id5I8G59FYK33ARNG	idNIT10EH094I4NBN	None	138
id14RUKE2O2PERJ9R	idPY5YPT6U772ETB6	None	1307
idTSHCGDI87V8M5OJ	idPY5YPT6U772ETB6	None	928
idK734B3GBX4EIVWS	idFLN0V70PQN0GOEQ	6104	1
idTDNKVRON7YEZP02	idFLN0V70PQN0GOEQ	None	1114
idVLYRMQBKUGCDQ1U	idG45G89IQPEVZS7W	None	989
idNHQ7X4SN8ZFXZZY	idG45G89IQPEVZS7W	None	290
idNSVUFE5VNISJ24G	idB8SC799T1K71SQC	None	508
idAVDCDN6QTZQUM4P	idB8SC799T1K71SQC	None	151
idYIFCPP8CJG137WV	idFNFWVWYWGBII2WI	None	510
id74YMHS8SZG267HB	idFNFWVWYWGBII2WI	None	101
idJW3F08IY7FKM0LD	idVRM6MSE5BEP1BUW	None	866
idVVB4V3P37US7SXO	idVRM6MSE5BEP1BUW	None	328
id9C4U27G8DPCNFGZ	id2O226X6US5H6R5X	None	726
idM415OGQ2CUFO5ZD	id2O226X6US5H6R5X	None	885
idAQ0FGQ08KIRDANM	id0VY8L1RWRA298DI	None	258
idNJ916W2LN8RQ6CQ	id0VY8L1RWRA298DI	None	643
idVCWR3O3BC5GUHNQ	idOC776TJ5Q57UPP2	None	856
idYJG2O5H0GRIHI67	idOC776TJ5Q57UPP2	None	675
id9111AB3KJBBJ78Q	idIS4WFR54GSRE9IV	None	549
idPHOZHB0IWV8ODVT	idIS4WFR54GSRE9IV	None	80
idCBU8GK7BD2QVE2E	idOIBB05VWJ5J3QW8	None	304
id1UVI8Z1CCMSXEB1	idOIBB05VWJ5J3QW8	None	281
id3UXZODZ7GH2JB72	idW5LQWXGGC2US1NB	None	304
idOBUS4690FYBD8JX	idW5LQWXGGC2US1NB	None	420
idDWA6CMTM4YSU9Y0	id027LZG97V78M7GZ	None	937
id1FF69WAO4L88MPK	id027LZG97V78M7GZ	None	311
idH5XNLUJCD4G8OHR	id0SQK3WM6LDY3IPY	None	333
idM3ANIB4PX94EME3	id0SQK3WM6LDY3IPY	None	52
idGQANZY9BMJGVG8F	id2QR2FK735DDTNYI	None	208
id20R7R7O2OS0A15S	id2QR2FK735DDTNYI	None	634
id03UPG680YQU2DPW	idYZDCVUDSWOHZ6J0	None	339
idCS6MVL4SRKXPF5F	idYZDCVUDSWOHZ6J0	None	117
id15GD9FRJE0XG3EI	idIBZR1RF9ROGBMNG	None	498
idEYTAMXF834MKN72	idIBZR1RF9ROGBMNG	None	96
idDSUFUNLSG7F3WSM	id8MTZUIQU3HX5X5E	None	65
id9LN2FKNYQXSL87T	id8MTZUIQU3HX5X5E	None	38
id1CT02C4MLJX8FLL	idAY403NKY8ZAG0KU	None	126
idCN9JVLUFDI2N1L0	idAY403NKY8ZAG0KU	None	366
idJQC91BIXRAMGS8A	id5I8G59FYK33ARNG	None	127
idWEP6BOQWW2YR5KV	id5I8G59FYK33ARNG	None	11
id9BBX2PA0150V7P5	id14RUKE2O2PERJ9R	None	666
idV14C308UNNMRA07	id14RUKE2O2PERJ9R	None	641
id17MFAL8F6TE9CCZ	idTSHCGDI87V8M5OJ	None	172
id7KUFMRDSGW9QZD4	idTSHCGDI87V8M5OJ	None	756
idGJS33VZBB6EVHD4	idTDNKVRON7YEZP02	None	667
idIKL3RCD7GYU3E73	idTDNKVRON7YEZP02	None	447
id7X75TQKLUBCV6VX	idVLYRMQBKUGCDQ1U	None	723
idDX1R77QDHJIYBSB	idVLYRMQBKUGCDQ1U	None	266
id8PH7NZ2RQHT0XGQ	idNHQ7X4SN8ZFXZZY	None	288
idFCLRNNU1E8F9Z2Q	idNHQ7X4SN8ZFXZZY	None	2
idGNMRH2NYUST32YU	idNSVUFE5VNISJ24G	None	485
idVKPXYYYXAQOH15F	idNSVUFE5VNISJ24G	None	23
idZ2X7UGJQQ0JKVME	idAVDCDN6QTZQUM4P	None	111
idMZQOS7AWXHT1XLT	idAVDCDN6QTZQUM4P	None	40
idX3SJJIN1QA797Y1	idYIFCPP8CJG137WV	None	456
idXGIX1Z87B4XQHIG	idYIFCPP8CJG137WV	None	54
idROWQ7M0DUY5VDBO	id74YMHS8SZG267HB	None	88
id1Z9PAI7ZYO14O5W	id74YMHS8SZG267HB	None	13
idNKUD1PT3XW3WE70	idJW3F08IY7FKM0LD	None	454
idFP91E1S9YMDQVFB	idJW3F08IY7FKM0LD	None	412
id4UO75BF2NIWLZZ7	idVVB4V3P37US7SXO	None	303
idSBRL9QUQVD1EYGK	idVVB4V3P37US7SXO	None	25
idIPHATR7NIDSYU2P	id9C4U27G8DPCNFGZ	None	634
idYDP26AAMYO0HFDG	id9C4U27G8DPCNFGZ	None	92
idY4IGNNNDQ511624	idM415OGQ2CUFO5ZD	None	544
idXWRRCRE9ILKKYNY	idM415OGQ2CUFO5ZD	None	341
idL6ESO665KKTV3E5	idAQ0FGQ08KIRDANM	None	90
idNFM7LU9UYN9J16S	idAQ0FGQ08KIRDANM	None	168
idW9Y4SCBU7XN7K33	idNJ916W2LN8RQ6CQ	None	314
idLPTT474S7J8IUOR	idNJ916W2LN8RQ6CQ	None	329
id34DEGHV9QR3E8TE	idVCWR3O3BC5GUHNQ	None	834
id6GAG8NB7Y69OT8W	idVCWR3O3BC5GUHNQ	None	22
id2AGCJWL9JE5X1KG	idYJG2O5H0GRIHI67	None	245
idX0ULAEDAE80RAMJ	idYJG2O5H0GRIHI67	None	430
idQ18UOE6YIKIG254	id9111AB3KJBBJ78Q	None	497
idWNUJ8VOZZ1BGG96	id9111AB3KJBBJ78Q	None	52
idZLFSAEUSP2H50DR	idPHOZHB0IWV8ODVT	8322	1
idR4LDG4IMCTM2FVO	idPHOZHB0IWV8ODVT	None	79
id8JYYLPJLEZ6OBOA	idCBU8GK7BD2QVE2E	None	105
id2AUW17Z2M2UER9W	idCBU8GK7BD2QVE2E	None	199
idJ5ZTC3WTSIDDADM	id1UVI8Z1CCMSXEB1	None	229
idJLHGU75N0P8D0MZ	id1UVI8Z1CCMSXEB1	None	52
idWZITWZDDGHDPONU	id3UXZODZ7GH2JB72	None	280
idUSHD5UOWSEN95YO	id3UXZODZ7GH2JB72	None	24
idPRX8GSW9KX87RF2	idOBUS4690FYBD8JX	None	324
idOI0AAIGFXTWH63I	idOBUS4690FYBD8JX	None	96
idZFEUTDCGBE4QOQL	idDWA6CMTM4YSU9Y0	None	782
idZITIOCKJI8ZL14K	idDWA6CMTM4YSU9Y0	None	155
idFRG078HCWGQQE4X	id1FF69WAO4L88MPK	None	293
idTB33XQ6RRJ01UNE	id1FF69WAO4L88MPK	None	18
idCM7Q23IFMEVVHSH	idH5XNLUJCD4G8OHR	None	87
id5WRJP3CMPYYJ6HY	idH5XNLUJCD4G8OHR	None	246
id2HAFCFGWPBBBW43	idM3ANIB4PX94EME3	7829	1
idFA2QKST4ZY0XSFU	idM3ANIB4PX94EME3	None	51
idFH2CMZZMVVDD080	idGQANZY9BMJGVG8F	5255	1
idEZOT3B9KFKA3C2Z	idGQANZY9BMJGVG8F	None	207
idSZEVN1QKMC9HP4U	id20R7R7O2OS0A15S	None	253
idUJZHFXNVXXU3YL8	id20R7R7O2OS0A15S	None	381
